"Player","Pos_C","Pos_F","Pos_PF","Pos_PG","Pos_SF","Pos_SF-PF","Pos_SG","Age","Tm_ATL","Tm_BOS","Tm_BRK","Tm_CHI","Tm_CHO","Tm_CLE","Tm_DAL","Tm_DEN","Tm_DET","Tm_GSW","Tm_HOU","Tm_IND","Tm_LAC","Tm_LAL","Tm_MEM","Tm_MIA","Tm_MIL","Tm_MIN","Tm_NOP","Tm_NYK","Tm_OKC","Tm_ORL","Tm_PHI","Tm_PHO","Tm_POR","Tm_SAC","Tm_SAS","Tm_TOR","Tm_TOT","Tm_UTA","Tm_WAS","G","GS","MP","FG","FGA","X3P","X3PA","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","weight","salary"
"Steven Adams",1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,27,28.1,3.5,5.8,0,0,3.5,5.7,0.603,1.1,2.3,4.3,4.6,8.9,2.1,1,0.6,1.7,1.9,8,15.9,0.592,0.006,0.397,16.9,18,17.5,10.1,1.7,2,20.1,12.8,1.2,0.5,1.7,0.109,-0.1,-1,-1.1,0.2,115.7,25842697
"Bam Adebayo",1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,33.6,7.4,12.9,0.1,0.2,7.3,12.7,0.576,5.1,6,1.9,7.3,9.2,5.3,1,1,3,2.6,19.9,22.7,0.641,0.015,0.469,6.8,23.2,15.4,27.9,1.4,3.2,16.2,24.6,2.3,1.3,3.6,0.196,2.9,2,4.9,1.5,110.2,3454080
"LaMarcus Aldridge",1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,18,26.7,5.9,12.5,1.3,3.7,4.6,8.8,0.529,0.9,1.2,0.8,3.5,4.3,1.9,0.4,0.9,0.9,1.5,14.1,15.2,0.542,0.298,0.093,3.2,14,8.4,11.4,0.7,2.8,6.4,22.3,0.2,0.5,0.7,0.075,0.3,-1,-0.7,0.2,111.6,2.6e+07
"Nickeil Alexander-Walker",0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3,19.2,3.3,8.2,1,3.8,2.3,4.4,0.473,1.1,1.4,0.2,2.4,2.7,2,1.1,0.3,1.3,1.7,8.8,12,0.502,0.463,0.17,1.3,14.1,7.7,14.9,2.8,1.9,12.9,22.4,-0.2,0.4,0.2,0.025,-2.6,0.1,-2.5,-0.1,93,2964840
"Grayson Allen",0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,23.9,3.2,7.4,2.3,5.3,0.8,2.1,0.586,1.7,1.9,0.4,2.5,2.9,2.1,1,0.2,1.1,1.3,10.4,14,0.63,0.721,0.264,1.7,12,6.7,11.5,2,0.6,11.3,16.5,0.7,0.4,1.1,0.113,0.4,0.1,0.5,0.3,93,2429400
"Jarrett Allen",1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,10,26.2,4.4,6.8,0,0.1,4.3,6.6,0.645,3.6,4.7,2.9,6.1,9,1.6,0.5,1.6,1.5,1.6,12.3,22.5,0.695,0.021,0.695,12.6,25.5,19.1,9,0.9,5.5,14.8,17.1,2.3,0.8,3.1,0.203,2.3,0.4,2.7,0.9,106.1,2376840
"Al-Farouq Aminu",0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0.5,0.5,0.5,0.5,0,0,1.5,0,1,0.5,1.5,2,1,0,0,1,0,1.5,7.5,0.798,1,2,6.2,20.3,13,16.7,0,0,51.5,10.3,0,0,0,-0.034,-3.4,0.1,-3.3,0,97.5,9258000
"Kyle Anderson",0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,28.1,5,10.7,1.7,4.3,3.3,6.4,0.545,2.1,2.7,0.9,5.3,6.3,3.8,1.1,0.8,1.4,1.8,13.8,17.8,0.579,0.401,0.249,3.5,21.5,12.2,19.4,1.9,2.5,10.7,20.1,1.1,0.8,1.9,0.134,1.9,1.1,2.9,0.8,104.3,9073050
"Giannis Antetokounmpo",0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,33.6,10.3,18.4,1.1,4,9.2,14.4,0.594,6.4,9.9,1.7,9.7,11.4,5.8,1.3,1.3,3.7,3.1,28.2,28.3,0.62,0.216,0.54,5.6,29.8,18,27.5,1.8,3.5,13.9,33,2.7,1.5,4.3,0.226,5.2,2,7.2,2.1,109.8,25842697
"Kostas Antetokounmpo",0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,0,0,2,0,0,0,0,4,4,0,0,2,2,1,0,-9.1,0,0,0,0,54.1,28,0,0,21.3,50,21.7,-0.1,0,-0.1,-0.407,-19.3,2,-17.3,0,90.7,79568
"Thanasis Antetokounmpo",0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8.3,0.9,1.4,0.1,0.4,0.8,1.1,0.692,0.2,0.4,0.7,1,1.7,0.8,0.3,0.2,0.8,1.4,2.2,10.3,0.688,0.269,0.269,9.5,12.5,11,12.2,1.6,1.8,34,12.4,0.1,0.2,0.2,0.079,-3.3,0.1,-3.2,0,97.5,1445697
"OG Anunoby",0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,18,34.4,5.1,10.3,2.4,5.7,2.6,4.7,0.608,2,2.7,1.6,4.3,5.9,1.6,2,0.6,1.7,2.9,14.6,14.7,0.632,0.548,0.258,5,14.2,9.5,6.5,2.8,1.6,13,16.4,0.8,0.7,1.5,0.118,0.3,0.9,1.1,0.5,105.2,2281800
"Ryan Arcidiacono",0,0,0,1,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9.7,0.8,2.2,0.5,1.5,0.3,0.7,0.5,0.4,0.5,0.1,1.9,2,1.5,0.3,0,0.2,0.9,2.5,11.2,0.534,0.667,0.208,1.1,21.4,11.4,20.1,1.3,0,7.1,11.2,0.2,0.1,0.3,0.119,-2.5,0.9,-1.6,0,88.5,3e+06
"Deandre Ayton",1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,27,32.1,6.1,10.3,0.1,0.6,5.9,9.7,0.597,1.6,2.3,3.7,8.6,12.2,1.8,0.3,1,2.1,3.4,13.9,17.7,0.617,0.058,0.219,13,28.9,21.1,8.4,0.5,2.8,15.8,18.8,1.4,1.3,2.7,0.148,-0.5,-0.3,-0.8,0.2,113.4,9562920
"Dwayne Bacon",0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,20,24.9,4.1,9.6,1.1,2.9,3,6.8,0.478,1.5,1.9,0.4,2.7,3.1,1,0.8,0.1,0.7,1.7,10.7,10.7,0.513,0.297,0.197,1.7,11.8,6.5,6.4,1.5,0.4,6.2,19.1,0.1,0.6,0.7,0.046,-2.9,-0.9,-3.8,-0.3,99.8,1618520
"Lonzo Ball",0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,25,30.9,5.2,12.2,2.9,7.6,2.3,4.6,0.543,0.8,1.1,0.6,3.7,4.3,4.7,1.2,0.5,2,2.5,14,14.2,0.554,0.622,0.089,2.3,13.2,7.8,21.5,2,1.6,13.9,20.2,0.8,0.5,1.2,0.077,0.3,-0.4,-0.2,0.4,86.2,8719320
"Mo Bamba",1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,8.7,2.2,4.2,0.3,1.2,1.8,3,0.556,0.2,0.4,1.2,2.5,3.8,0.3,0.2,0.8,0.3,1.1,4.8,23.4,0.56,0.278,0.093,14.1,31.6,22.5,6.3,0.9,8,6.6,22.7,0.2,0.2,0.4,0.166,2,0.3,2.3,0.1,102.1,5697600
"Harrison Barnes",0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,27,35.1,5.3,11,1.7,4.3,3.6,6.7,0.556,3.6,4.3,1.1,5.1,6.2,3.4,0.8,0.2,1.4,1.1,15.8,15.7,0.615,0.392,0.389,3.3,16.2,9.7,13.2,1.1,0.4,9.9,17.3,2,0.1,2,0.102,1.6,-1.5,0.1,0.5,95.3,24147727
"RJ Barrett",0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,30,33.7,6.2,14.6,1,3.4,5.2,11.2,0.463,3,4,1.3,4.9,6.2,3.1,0.7,0.2,1.9,2.5,16.5,13.1,0.504,0.233,0.275,4.1,15,9.6,14.7,1.1,0.6,10.4,23.9,0,1.2,1.2,0.058,-1.6,-0.6,-2.2,0,91.6,7839960
"Will Barton",0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,29.8,4.4,10,1.6,4,2.8,6,0.516,1.3,1.8,0.5,3.2,3.7,3.2,0.8,0.4,1.5,1.8,11.6,11.6,0.54,0.396,0.176,1.8,12.4,7.1,14.7,1.3,1.4,12.4,17.9,0.4,0.5,0.9,0.06,-0.9,-1.3,-2.2,0,79.4,12776786
"Keita Bates-Diop",0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3.4,0,1.1,0,0.5,0,0.6,0,0.6,0.8,0.1,0.3,0.4,0.3,0.1,0,0,0,0.6,0.3,0.215,0.444,0.667,3.7,7.9,5.8,8.6,1.8,0,0,18.5,-0.1,0,-0.1,-0.151,-8.2,-4.4,-12.5,-0.1,106.6,1416852
"Nicolas Batum",0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,29.9,3.3,6.8,2.1,4.6,1.2,2.1,0.648,1,1.1,0.9,4,4.9,2.3,1.4,0.4,0.7,1.7,9.7,14.8,0.67,0.683,0.164,3.4,14.6,9.2,10.3,2.3,1.1,8.8,11.8,1.8,1,2.7,0.163,1.5,0.5,2,0.8,95.3,25565217
"Aron Baynes",1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,24,18.8,2.4,5.8,0.5,2.2,1.9,3.7,0.452,0.3,0.4,1.5,3.9,5.4,1,0.3,0.3,0.8,2.5,5.6,8.4,0.463,0.37,0.062,8.4,23.9,15.9,7.5,0.7,1.7,11.8,15.4,-0.1,0.4,0.3,0.031,-4.3,-1.4,-5.7,-0.4,117.9,5453280
"Kent Bazemore",0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16.6,2.5,4.9,1,2.3,1.5,2.6,0.621,0.9,1.1,0.5,2.6,3.1,1.6,0.8,0.6,1,2.2,7,14.7,0.647,0.462,0.227,3.1,16.3,9.8,13.6,2.3,3.1,16.2,16.4,0.5,0.7,1.2,0.133,-0.8,2.2,1.5,0.4,88.5,19269663
"Darius Bazley",0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,31.1,4.5,11.5,1.5,5.3,3,6.3,0.458,1.6,2.1,0.5,6.9,7.4,1.8,0.5,0.7,1.8,1,12.2,9.6,0.489,0.455,0.186,1.8,22.7,12.4,8.7,0.7,2,12.3,19.8,-1.1,1,-0.1,-0.003,-3.1,-0.9,-4,-0.4,90.7,2284800
"Bradley Beal",0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,24,35.3,11.4,24,2.5,7.4,8.9,16.6,0.525,7.5,8.4,1.4,3.8,5.2,4.7,1.3,0.5,3.1,2.5,32.8,24.8,0.591,0.308,0.348,3.9,11.7,7.7,25,1.7,1.2,10.1,36.2,2,0.5,2.5,0.141,6.3,-1.4,4.9,1.5,93.9,27093018
"Malik Beasley",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,32.8,7.7,17,3.4,8.7,4.3,8.3,0.557,2,2.4,0.9,4,4.9,2.5,0.9,0.2,1.7,1.7,20.9,16.7,0.581,0.51,0.142,2.8,13.7,8,12.7,1.2,0.4,8.4,25.2,1.2,0.4,1.6,0.081,2.5,-2.1,0.5,0.6,89.8,2731713
"Jordan Bell",1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16.7,1.7,5,0,0.7,1.7,4.3,0.333,0,0,1.7,3.7,5.3,1.7,0.3,1,1,1.3,3.3,8,0.333,0.133,0,10.1,23.9,16.8,13.3,0.9,5.2,16.7,14.9,-0.1,0.1,0,-0.037,-5.1,-1.2,-6.3,-0.1,101.6,1870564
"Patrick Beverley",0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24.2,2.7,6.2,1.8,4,1,2.3,0.577,1.1,1.5,1,3.2,4.2,2.2,1,0.8,0.8,3.4,8.3,13.7,0.603,0.637,0.234,4.8,14.5,9.8,11.7,2,2.8,9.9,13.9,0.9,0.6,1.5,0.151,-0.1,0.9,0.8,0.3,81.6,12345680
"Khem Birch",1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,21.8,2.5,4.8,0.1,0.4,2.4,4.4,0.525,1.6,2.1,2.8,3.2,6,1.2,0.7,0.7,0.7,1.7,6.7,16.1,0.577,0.086,0.443,12.6,15.9,14.2,7.8,1.5,3,10.2,12.6,1.2,0.7,1.9,0.147,-0.8,-0.4,-1.2,0.1,94.8,3e+06
"Goga Bitadze",1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9.5,1.7,2.9,0.2,0.9,1.5,2,0.605,0.7,0.9,0.7,1.5,2.2,0.2,0.2,1.1,0.3,1.8,4.2,18.3,0.635,0.316,0.316,8.1,17.5,12.9,3.5,1.2,9.8,8.5,16.5,0.2,0.2,0.4,0.173,-2.1,2.2,0.1,0.1,113.4,2816760
"Bismack Biyombo",1,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,22.5,2.7,4.6,0,0,2.7,4.5,0.58,0.8,1.8,2.2,3.6,5.8,1.3,0.2,1.2,0.9,2.3,6.1,12.6,0.569,0.008,0.395,10.2,17.4,13.8,8,0.5,5.5,14.1,11.8,0.6,0.6,1.2,0.099,-2.4,-0.5,-2.9,-0.1,103.9,1.7e+07
"Nemanja Bjelica",0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,16.2,2.3,5.2,0.5,2,1.8,3.2,0.5,1.8,2.2,0.9,2.8,3.8,2.2,0,0.2,1.2,1.8,6.9,12.6,0.567,0.388,0.418,6.2,19.4,12.7,18,0,0.8,16.8,19.3,0.2,0,0.2,0.049,-1.4,-1.9,-3.4,-0.1,101.6,6825000
"Eric Bledsoe",0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,26,28.9,4.6,10.5,2.2,5.4,2.4,5.1,0.54,1.3,2,0.5,3.1,3.6,3.7,0.7,0.3,1.7,1.5,12.7,12.6,0.556,0.518,0.19,1.8,11.8,6.8,17.7,1.1,0.9,13.2,19.4,0.7,0.2,0.9,0.055,-0.3,-1.7,-2.1,0,88.5,15625000
"Isaac Bonga",0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,13.5,0.8,2.1,0.5,1.3,0.3,0.8,0.514,0.1,0.2,0.5,1.8,2.2,0.5,0.2,0.2,0.4,1.6,2.3,5,0.523,0.611,0.083,3.5,14.2,8.6,4.9,0.8,1.5,15.8,8,0,0.1,0.1,0.021,-4.6,-1.6,-6.2,-0.2,90.7,1416852
"Devin Booker",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,23,35.2,9,18.2,2,5.8,6.9,12.4,0.548,4.4,5.3,0.2,3.5,3.7,4.4,0.9,0.3,3.5,3.3,24.4,17.2,0.593,0.317,0.294,0.6,10.8,5.8,20.9,1.2,0.8,14.6,30.7,0.6,0.8,1.4,0.082,0.2,-1.1,-0.9,0.2,93.4,27285000
"Chris Boucher",1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,23.4,4.8,9,1.6,3.6,3.1,5.4,0.617,2.5,3.3,2,4.8,6.8,1,0.5,2.1,0.7,2.7,13.6,23.4,0.65,0.405,0.365,9,23.5,16,7,1,9.2,6.1,20.3,2.1,1,3.1,0.226,3.5,0.3,3.8,1,90.7,1588231
"Avery Bradley",0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,21.1,3.1,6.6,1.6,3.8,1.5,2.8,0.591,0.7,0.9,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,10.4,0.607,0.576,0.136,1.1,8.1,4.8,10.3,1.6,0.5,11.4,16.7,0.1,0.2,0.3,0.071,-2.7,-0.6,-3.2,-0.1,88.5,6767000
"Tony Bradley",1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,11.7,1.9,3.6,0,0.1,1.9,3.5,0.528,0.3,0.5,2.1,2.9,5,0.6,0.3,0.6,0.1,1.1,4.1,20.3,0.537,0.028,0.139,20.4,26.3,23.4,7.3,1.2,4.6,2.6,14.1,0.3,0.2,0.5,0.207,1.9,-0.6,1.3,0.1,112.5,1962360
"Ignas Brazdeikis",0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1.8,0,0.3,0,0,0,0.3,0,0.5,0.5,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5,11.4,0.532,0,2,15.2,14.7,15,17.8,0,0,34.7,18.2,0,0,0,0.03,-2.9,-1.9,-4.8,0,98,898310
"Mikal Bridges",0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,27,33.3,5.1,10.1,2,4.9,3.1,5.1,0.601,2,2.4,1.4,4,5.3,2.1,0.6,1,0.7,1.9,14.1,16.3,0.634,0.489,0.243,4.7,12.9,8.9,9.1,0.9,2.6,6.2,16,2,1,3.1,0.164,2.1,0.5,2.5,1,94.8,4161000
"Miles Bridges",0,0,1,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,26.7,3.8,8,1.3,3.5,2.5,4.5,0.549,1.1,1.2,1.3,4.5,5.8,1.9,0.7,0.8,1.8,2.4,9.9,12,0.581,0.442,0.147,5.2,18.1,11.6,10.2,1.3,3,17,16.4,0.3,0.8,1.1,0.07,-1.8,-0.3,-2.1,0,102.1,3755400
"Malcolm Brogdon",0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,36,8.1,18.4,2.7,6.7,5.5,11.7,0.514,2.7,2.9,0.8,4.1,4.8,6.6,1.3,0.3,2.1,1.9,21.6,18.3,0.548,0.365,0.159,2.4,12.3,7.4,28.1,1.7,0.7,9.5,26.2,1.5,1,2.5,0.115,3,-1.1,2,1,101.2,2e+07
"Dillon Brooks",0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,29.2,6.1,15.4,1.9,6,4.2,9.4,0.459,1.7,2.1,1,2.2,3.3,2.6,1.3,0.4,2.3,3.3,15.8,10.3,0.485,0.389,0.135,3.8,8.6,6.1,13.2,2.2,1.2,12.3,27.1,-0.9,0.6,-0.3,-0.022,-3.5,-2.1,-5.6,-0.6,102.1,1618520
"Bruce Brown",0,0,0,1,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,19.2,2.7,4.9,0.2,0.8,2.6,4.1,0.57,0.8,1.1,1.3,3.1,4.4,1,0.7,0.4,0.8,1.8,6.4,12.8,0.59,0.172,0.227,7.9,17.2,12.8,7.1,1.6,1.7,13.5,14.1,0.5,0.4,0.9,0.091,-2.1,-0.8,-2.8,-0.1,86.2,1416852
"Jaylen Brown",0,0,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,33.4,9.9,19.5,2.4,5.9,7.5,13.6,0.568,3.7,4.8,1.2,4.3,5.5,3.6,1.2,0.6,2.8,3,25.9,22.3,0.598,0.303,0.246,3.9,14.9,9.2,19.5,1.7,1.6,11.6,31.4,1.7,0.9,2.6,0.146,4.9,-0.5,4.4,1.4,101.2,6534829
"Sterling Brown",0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,21.4,2.8,6.2,1.5,3.8,1.2,2.4,0.575,0.4,0.4,0.8,3.1,3.9,1.8,1,0.3,0.7,2,7.5,12.9,0.59,0.613,0.063,3.8,15.6,9.6,12,2.1,1.1,9.4,13.9,0.7,0.8,1.5,0.127,-1,1,0,0.3,104.3,1618520
"Jalen Brunson",0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,24.1,4.3,8.3,1.1,2.8,3.2,5.5,0.58,2,2.3,0.2,3,3.2,3.6,0.4,0,1.2,1.5,11.7,16.4,0.626,0.34,0.27,0.9,13.6,7.2,22.6,0.8,0,11.5,19.2,1.3,0.2,1.5,0.121,1.2,-1.8,-0.6,0.2,86.2,1416852
